Id;Estacion;Fecha;Dia de la semana;Dia;Mes;Anyo;PM10;NO;NO2;O3;SO2
8040;Politecnico;01/01/2011;Sabado;1;1;2011;44.0;49.0;43.0;18.0;3.0
8045;Pista Silla;01/02/2011;Domingo;1;2;2011;34.0;35.0;48.0;16.0;5.0
8048;Avda. Francia;01/03/2011;Lunes;1;3;2011;;25.0;39.0;20.0;4.0
8058;Politecnico;01/04/2011;Martes;1;4;2011;23.0;40.0;43.0;8.0;4.0
8062;Moli del Sol;01/05/2011;Miercoles;1;5;2011;9.0;40.0;50.0;19.0;5.0
8064;Politecnico;01/05/2011;Miercoles;1;5;2011;14.0;28.0;37.0;16.0;3.0
8070;Politecnico;01/06/2011;Jueves;1;6;2011;11.0;17.0;26.0;27.0;3.0
8072;Avda. Francia;01/07/2011;Viernes;1;7;2011;;11.0;28.0;27.0;4.0
8074;Moli del Sol;01/07/2011;Viernes;1;7;2011;9.0;20.0;33.0;31.0;5.0
8075;Pista Silla;01/07/2011;Viernes;1;7;2011;29.0;21.0;26.0;35.0;3.0
8076;Politecnico;01/07/2011;Viernes;1;7;2011;15.0;21.0;27.0;28.0;3.0
8082;Politecnico;01/08/2011;Sabado;1;8;2011;11.0;25.0;37.0;36.0;3.0
8090;Avda. Francia;01/10/2011;Lunes;1;10;2011;;36.0;40.0;26.0;6.0
8092;Moli del Sol;01/10/2011;Lunes;1;10;2011;7.0;19.0;37.0;29.0;4.0
8094;Politecnico;01/10/2011;Lunes;1;10;2011;15.0;20.0;38.0;22.0;4.0
8100;Politecnico;01/11/2011;Martes;1;11;2011;9.0;9.0;29.0;30.0;3.0
8105;Pista Silla;01/12/2011;Miercoles;1;12;2011;27.0;39.0;44.0;24.0;4.0
8110;Moli del Sol;13/01/2011;Jueves;13;1;2011;12.0;59.0;62.0;10.0;9.0
8117;Pista Silla;14/01/2011;Viernes;14;1;2011;52.0;80.0;58.0;7.0;5.0
8119;Viveros;14/01/2011;Viernes;14;1;2011;35.0;35.0;42.0;6.0;5.0
8122;Moli del Sol;15/01/2011;Sabado;15;1;2011;;32.0;46.0;13.0;4.0
8124;Politecnico;15/01/2011;Sabado;15;1;2011;31.0;39.0;42.0;15.0;4.0
8129;Pista Silla;16/01/2011;Domingo;16;1;2011;61.0;26.0;36.0;20.0;4.0
8131;Viveros;16/01/2011;Domingo;16;1;2011;44.0;13.0;28.0;16.0;5.0
8132;Avda. Francia;17/01/2011;Lunes;17;1;2011;;38.0;40.0;13.0;5.0
8136;Politecnico;17/01/2011;Lunes;17;1;2011;47.0;45.0;48.0;12.0;4.0
8137;Viveros;17/01/2011;Lunes;17;1;2011;61.0;34.0;42.0;12.0;5.0
8143;Viveros;18/01/2011;Martes;18;1;2011;53.0;42.0;50.0;10.0;7.0
8144;Avda. Francia;19/01/2011;Miercoles;19;1;2011;;36.0;42.0;14.0;5.0
8147;Pista Silla;19/01/2011;Miercoles;19;1;2011;71.0;63.0;52.0;13.0;3.0
8148;Politecnico;19/01/2011;Miercoles;19;1;2011;44.0;57.0;55.0;14.0;4.0
8153;Pista Silla;20/01/2011;Jueves;20;1;2011;65.0;73.0;57.0;11.0;3.0
8154;Politecnico;20/01/2011;Jueves;20;1;2011;40.0;49.0;48.0;15.0;4.0
8158;Moli del Sol;21/01/2011;Viernes;21;1;2011;7.0;5.0;33.0;49.0;6.0
8160;Politecnico;21/01/2011;Viernes;21;1;2011;14.0;15.0;28.0;45.0;3.0
8161;Viveros;21/01/2011;Viernes;21;1;2011;21.0;11.0;24.0;43.0;5.0
8168;Avda. Francia;23/01/2011;Domingo;23;1;2011;;6.0;35.0;41.0;3.0
8171;Pista Silla;23/01/2011;Domingo;23;1;2011;26.0;19.0;34.0;43.0;4.0
8180;Avda. Francia;25/01/2011;Martes;25;1;2011;;22.0;44.0;29.0;4.0
8185;Viveros;25/01/2011;Martes;25;1;2011;39.0;;;;
8190;Politecnico;26/01/2011;Miercoles;26;1;2011;35.0;59.0;64.0;8.0;4.0
8197;Viveros;27/01/2011;Jueves;27;1;2011;18.0;5.0;36.0;31.0;4.0
8200;Moli del Sol;28/01/2011;Viernes;28;1;2011;4.0;40.0;62.0;12.0;6.0
8201;Pista Silla;28/01/2011;Viernes;28;1;2011;27.0;64.0;58.0;13.0;3.0
8202;Politecnico;28/01/2011;Viernes;28;1;2011;14.0;84.0;66.0;16.0;4.0
8203;Viveros;28/01/2011;Viernes;28;1;2011;20.0;30.0;53.0;9.0;6.0
8206;Moli del Sol;29/01/2011;Sabado;29;1;2011;3.0;4.0;25.0;49.0;5.0
8207;Pista Silla;29/01/2011;Sabado;29;1;2011;18.0;11.0;26.0;48.0;5.0
8214;Politecnico;30/01/2011;Domingo;30;1;2011;15.0;35.0;26.0;43.0;4.0
8216;Avda. Francia;31/01/2011;Lunes;31;1;2011;;21.0;43.0;22.0;3.0
8221;Viveros;31/01/2011;Lunes;31;1;2011;19.0;21.0;38.0;21.0;6.0
8225;Pista Silla;02/01/2011;Martes;2;1;2011;29.0;28.0;43.0;40.0;5.0
8226;Politecnico;02/01/2011;Martes;2;1;2011;17.0;28.0;36.0;46.0;3.0
8230;Moli del Sol;02/02/2011;Miercoles;2;2;2011;;37.0;55.0;39.0;4.0
8243;Pista Silla;02/04/2011;Viernes;2;4;2011;35.0;65.0;67.0;14.0;6.0
8245;Viveros;02/04/2011;Viernes;2;4;2011;33.0;36.0;45.0;14.0;7.0
8248;Moli del Sol;02/05/2011;Sabado;2;5;2011;;31.0;50.0;21.0;5.0
8254;Moli del Sol;02/06/2011;Domingo;2;6;2011;;32.0;49.0;20.0;6.0
8264;Avda. Francia;02/08/2011;Martes;2;8;2011;;34.0;48.0;26.0;6.0
8272;Moli del Sol;02/09/2011;Miercoles;2;9;2011;;64.0;62.0;16.0;5.0
8274;Politecnico;02/09/2011;Miercoles;2;9;2011;60.0;37.0;52.0;24.0;3.0
8280;Politecnico;02/10/2011;Jueves;2;10;2011;65.0;38.0;50.0;28.0;4.0
8287;Viveros;02/11/2011;Viernes;2;11;2011;61.0;29.0;45.0;28.0;5.0
8294;Avda. Francia;13/02/2011;Domingo;13;2;2011;;3.0;20.0;45.0;4.0
8300;Avda. Francia;14/02/2011;Lunes;14;2;2011;;8.0;26.0;47.0;3.0
8302;Moli del Sol;14/02/2011;Lunes;14;2;2011;12.0;8.0;16.0;65.0;5.0
8303;Pista Silla;14/02/2011;Lunes;14;2;2011;23.0;15.0;26.0;63.0;3.0
8305;Viveros;14/02/2011;Lunes;14;2;2011;15.0;6.0;20.0;54.0;7.0
8310;Politecnico;15/02/2011;Martes;15;2;2011;9.0;21.0;44.0;33.0;3.0
8311;Viveros;15/02/2011;Martes;15;2;2011;16.0;19.0;40.0;29.0;6.0
8316;Politecnico;16/02/2011;Miercoles;16;2;2011;5.0;6.0;25.0;49.0;3.0
8317;Viveros;16/02/2011;Miercoles;16;2;2011;11.0;4.0;25.0;51.0;6.0
8322;Politecnico;17/02/2011;Jueves;17;2;2011;8.0;6.0;24.0;52.0;3.0
8328;Politecnico;18/02/2011;Viernes;18;2;2011;8.0;6.0;28.0;48.0;3.0
8329;Viveros;18/02/2011;Viernes;18;2;2011;15.0;6.0;31.0;51.0;7.0
8330;Avda. Francia;19/02/2011;Sabado;19;2;2011;;7.0;16.0;40.0;3.0
8333;Pista Silla;19/02/2011;Sabado;19;2;2011;23.0;10.0;23.0;54.0;3.0
8336;Avda. Francia;20/02/2011;Domingo;20;2;2011;;4.0;18.0;38.0;4.0
8339;Pista Silla;20/02/2011;Domingo;20;2;2011;18.0;14.0;32.0;46.0;4.0
8340;Politecnico;20/02/2011;Domingo;20;2;2011;7.0;12.0;33.0;33.0;4.0
8341;Viveros;20/02/2011;Domingo;20;2;2011;15.0;9.0;15.0;35.0;4.0
8351;Pista Silla;22/02/2011;Martes;22;2;2011;25.0;10.0;20.0;64.0;3.0
8353;Viveros;22/02/2011;Martes;22;2;2011;25.0;3.0;14.0;55.0;7.0
8360;Avda. Francia;24/02/2011;Jueves;24;2;2011;;32.0;46.0;18.0;6.0
8363;Pista Silla;24/02/2011;Jueves;24;2;2011;29.0;41.0;54.0;22.0;8.0
8364;Politecnico;24/02/2011;Jueves;24;2;2011;17.0;43.0;59.0;;4.0
8369;Pista Silla;25/02/2011;Viernes;25;2;2011;37.0;43.0;56.0;24.0;5.0
8370;Politecnico;25/02/2011;Viernes;25;2;2011;24.0;29.0;58.0;;5.0
8374;Moli del Sol;26/02/2011;Sabado;26;2;2011;29.0;28.0;44.0;35.0;3.0
8383;Viveros;27/02/2011;Domingo;27;2;2011;28.0;3.0;9.0;67.0;4.0
8388;Politecnico;28/02/2011;Lunes;28;2;2011;11.0;14.0;29.0;;3.0
8389;Viveros;28/02/2011;Lunes;28;2;2011;23.0;6.0;17.0;60.0;5.0
8393;Pista Silla;03/01/2011;Martes;3;1;2011;21.0;22.0;37.0;60.0;4.0
8400;Politecnico;03/02/2011;Miercoles;3;2;2011;22.0;13.0;44.0;52.0;3.0
8401;Viveros;03/02/2011;Miercoles;3;2;2011;30.0;12.0;43.0;38.0;4.0
8404;Moli del Sol;03/03/2011;Jueves;3;3;2011;;27.0;46.0;35.0;8.0
8405;Pista Silla;03/03/2011;Jueves;3;3;2011;40.0;19.0;35.0;45.0;3.0
8410;Moli del Sol;03/04/2011;Viernes;3;4;2011;;7.0;30.0;36.0;5.0
8411;Pista Silla;03/04/2011;Viernes;3;4;2011;25.0;16.0;40.0;42.0;3.0
8412;Politecnico;03/04/2011;Viernes;3;4;2011;14.0;8.0;27.0;52.0;3.0
8413;Viveros;03/04/2011;Viernes;3;4;2011;15.0;4.0;29.0;35.0;5.0
8417;Pista Silla;03/05/2011;Sabado;3;5;2011;28.0;17.0;38.0;50.0;3.0
8419;Viveros;03/05/2011;Sabado;3;5;2011;21.0;5.0;29.0;41.0;5.0
8420;Avda. Francia;03/06/2011;Domingo;3;6;2011;;5.0;24.0;48.0;4.0
8423;Pista Silla;03/06/2011;Domingo;3;6;2011;30.0;21.0;41.0;42.0;4.0
8424;Politecnico;03/06/2011;Domingo;3;6;2011;15.0;15.0;37.0;51.0;3.0
8426;Avda. Francia;03/07/2011;Lunes;3;7;2011;;20.0;30.0;56.0;4.0
8428;Moli del Sol;03/07/2011;Lunes;3;7;2011;;12.0;29.0;60.0;3.0
8429;Pista Silla;03/07/2011;Lunes;3;7;2011;29.0;27.0;35.0;64.0;3.0
8434;Moli del Sol;03/08/2011;Martes;3;8;2011;;4.0;17.0;93.0;4.0
8444;Avda. Francia;03/10/2011;Jueves;3;10;2011;;15.0;24.0;50.0;6.0
8446;Moli del Sol;03/10/2011;Jueves;3;10;2011;24.0;21.0;43.0;33.0;5.0
8448;Politecnico;03/10/2011;Jueves;3;10;2011;20.0;12.0;36.0;54.0;4.0
8449;Viveros;03/10/2011;Jueves;3;10;2011;27.0;20.0;35.0;36.0;4.0
8452;Moli del Sol;03/11/2011;Viernes;3;11;2011;27.0;25.0;37.0;41.0;5.0
8465;Pista Silla;13/03/2011;Domingo;13;3;2011;25.0;16.0;27.0;53.0;4.0
8466;Politecnico;13/03/2011;Domingo;13;3;2011;9.0;4.0;28.0;53.0;4.0
8470;Moli del Sol;14/03/2011;Lunes;14;3;2011;22.0;;;70.0;3.0
8474;Avda. Francia;15/03/2011;Martes;15;3;2011;;;;47.0;3.0
8477;Pista Silla;15/03/2011;Martes;15;3;2011;;;;;
8478;Politecnico;15/03/2011;Martes;15;3;2011;12.0;5.0;31.0;52.0;4.0
8480;Avda. Francia;16/03/2011;Miercoles;16;3;2011;;;;50.0;4.0
8482;Moli del Sol;16/03/2011;Miercoles;16;3;2011;11.0;;;62.0;4.0
8483;Pista Silla;16/03/2011;Miercoles;16;3;2011;19.0;18.0;22.0;63.0;3.0
8489;Pista Silla;17/03/2011;Jueves;17;3;2011;35.0;29.0;41.0;52.0;6.0
8492;Avda. Francia;18/03/2011;Viernes;18;3;2011;;9.0;41.0;45.0;3.0
8494;Moli del Sol;18/03/2011;Viernes;18;3;2011;16.0;5.0;26.0;56.0;7.0
8496;Politecnico;18/03/2011;Viernes;18;3;2011;14.0;14.0;42.0;57.0;4.0
8500;Moli del Sol;19/03/2011;Sabado;19;3;2011;22.0;5.0;26.0;44.0;8.0
8502;Politecnico;19/03/2011;Sabado;19;3;2011;25.0;17.0;46.0;46.0;5.0
8504;Avda. Francia;20/03/2011;Domingo;20;3;2011;;14.0;31.0;48.0;3.0
8510;Avda. Francia;21/03/2011;Lunes;21;3;2011;;13.0;33.0;57.0;4.0
8512;Moli del Sol;21/03/2011;Lunes;21;3;2011;20.0;12.0;27.0;54.0;4.0
8521;Viveros;22/03/2011;Martes;22;3;2011;30.0;7.0;12.0;76.0;6.0
8536;Moli del Sol;25/03/2011;Viernes;25;3;2011;29.0;9.0;39.0;60.0;4.0
8537;Pista Silla;25/03/2011;Viernes;25;3;2011;39.0;15.0;37.0;62.0;5.0
8540;Avda. Francia;26/03/2011;Sabado;26;3;2011;;12.0;36.0;42.0;4.0
8544;Politecnico;26/03/2011;Sabado;26;3;2011;35.0;21.0;37.0;51.0;5.0
8548;Moli del Sol;27/03/2011;Domingo;27;3;2011;21.0;;;66.0;3.0
8552;Avda. Francia;28/03/2011;Lunes;28;3;2011;;7.0;27.0;59.0;4.0
8560;Moli del Sol;29/03/2011;Martes;29;3;2011;;4.0;27.0;58.0;5.0
8561;Pista Silla;29/03/2011;Martes;29;3;2011;24.0;15.0;30.0;62.0;4.0
8563;Viveros;29/03/2011;Martes;29;3;2011;27.0;7.0;22.0;54.0;4.0
8566;Moli del Sol;30/03/2011;Miercoles;30;3;2011;;8.0;38.0;52.0;5.0
8567;Pista Silla;30/03/2011;Miercoles;30;3;2011;26.0;22.0;41.0;49.0;6.0
8569;Viveros;30/03/2011;Miercoles;30;3;2011;20.0;8.0;27.0;47.0;4.0
8570;Avda. Francia;31/03/2011;Jueves;31;3;2011;;41.0;55.0;42.0;6.0
8573;Pista Silla;31/03/2011;Jueves;31;3;2011;34.0;35.0;47.0;42.0;4.0
8578;Moli del Sol;04/01/2011;Viernes;4;1;2011;14.0;25.0;47.0;47.0;6.0
8579;Pista Silla;04/01/2011;Viernes;4;1;2011;37.0;33.0;49.0;43.0;4.0
8580;Politecnico;04/01/2011;Viernes;4;1;2011;23.0;31.0;48.0;51.0;4.0
8584;Moli del Sol;04/02/2011;Sabado;4;2;2011;12.0;11.0;32.0;46.0;5.0
8598;Politecnico;04/04/2011;Lunes;4;4;2011;19.0;12.0;20.0;56.0;3.0
8603;Pista Silla;04/05/2011;Martes;4;5;2011;32.0;26.0;41.0;38.0;4.0
8608;Moli del Sol;04/06/2011;Miercoles;4;6;2011;13.0;23.0;50.0;41.0;8.0
8611;Viveros;04/06/2011;Miercoles;4;6;2011;27.0;10.0;36.0;41.0;4.0
8614;Moli del Sol;04/07/2011;Jueves;4;7;2011;13.0;18.0;50.0;48.0;8.0
8618;Avda. Francia;04/08/2011;Viernes;4;8;2011;;26.0;66.0;48.0;6.0
8620;Moli del Sol;04/08/2011;Viernes;4;8;2011;19.0;33.0;72.0;46.0;9.0
8622;Politecnico;04/08/2011;Viernes;4;8;2011;27.0;21.0;66.0;63.0;5.0
8623;Viveros;04/08/2011;Viernes;4;8;2011;42.0;25.0;70.0;41.0;6.0
8624;Avda. Francia;04/09/2011;Sabado;4;9;2011;;12.0;61.0;45.0;6.0
8629;Viveros;04/09/2011;Sabado;4;9;2011;60.0;11.0;56.0;45.0;5.0
8633;Pista Silla;04/10/2011;Domingo;4;10;2011;44.0;7.0;39.0;73.0;6.0
8635;Viveros;04/10/2011;Domingo;4;10;2011;42.0;2.0;27.0;56.0;4.0
8638;Moli del Sol;04/11/2011;Lunes;4;11;2011;13.0;20.0;44.0;46.0;
8644;Moli del Sol;04/12/2011;Martes;4;12;2011;17.0;10.0;38.0;52.0;
8645;Pista Silla;04/12/2011;Martes;4;12;2011;37.0;19.0;41.0;53.0;5.0
8647;Viveros;04/12/2011;Martes;4;12;2011;35.0;9.0;34.0;42.0;4.0
8651;Pista Silla;13/04/2011;Miercoles;13;4;2011;36.0;20.0;29.0;71.0;5.0
8652;Politecnico;13/04/2011;Miercoles;13;4;2011;23.0;11.0;28.0;64.0;3.0
8654;Avda. Francia;14/04/2011;Jueves;14;4;2011;;14.0;30.0;63.0;3.0
8658;Politecnico;14/04/2011;Jueves;14;4;2011;32.0;10.0;29.0;69.0;3.0
8659;Viveros;14/04/2011;Jueves;14;4;2011;41.0;15.0;26.0;58.0;4.0
8664;Politecnico;15/04/2011;Viernes;15;4;2011;26.0;5.0;19.0;91.0;3.0
8665;Viveros;15/04/2011;Viernes;15;4;2011;31.0;2.0;11.0;86.0;5.0
8666;Avda. Francia;16/04/2011;Sabado;16;4;2011;;5.0;19.0;88.0;4.0
8684;Avda. Francia;19/04/2011;Martes;19;4;2011;;6.0;25.0;79.0;3.0
8688;Politecnico;19/04/2011;Martes;19;4;2011;22.0;10.0;29.0;81.0;3.0
8690;Avda. Francia;20/04/2011;Miercoles;20;4;2011;;4.0;24.0;76.0;3.0
8700;Politecnico;21/04/2011;Jueves;21;4;2011;27.0;7.0;13.0;90.0;3.0
8701;Viveros;21/04/2011;Jueves;21;4;2011;26.0;2.0;9.0;75.0;3.0
8702;Avda. Francia;22/04/2011;Viernes;22;4;2011;;2.0;8.0;84.0;3.0
8705;Pista Silla;22/04/2011;Viernes;22;4;2011;21.0;4.0;12.0;97.0;3.0
8707;Viveros;22/04/2011;Viernes;22;4;2011;14.0;3.0;8.0;71.0;3.0
8710;Moli del Sol;23/04/2011;Sabado;23;4;2011;6.0;3.0;15.0;85.0;4.0
8713;Viveros;23/04/2011;Sabado;23;4;2011;11.0;6.0;8.0;71.0;3.0
8723;Pista Silla;25/04/2011;Lunes;25;4;2011;21.0;6.0;18.0;60.0;4.0
8730;Politecnico;26/04/2011;Martes;26;4;2011;12.0;16.0;37.0;60.0;4.0
8737;Viveros;27/04/2011;Miercoles;27;4;2011;25.0;8.0;30.0;53.0;4.0
8742;Politecnico;28/04/2011;Jueves;28;4;2011;28.0;12.0;25.0;69.0;3.0
8744;Avda. Francia;29/04/2011;Viernes;29;4;2011;;2.0;25.0;75.0;4.0
8752;Moli del Sol;30/04/2011;Sabado;30;4;2011;28.0;2.0;19.0;93.0;4.0
8753;Pista Silla;30/04/2011;Sabado;30;4;2011;40.0;6.0;23.0;97.0;6.0
8755;Viveros;30/04/2011;Sabado;30;4;2011;26.0;3.0;13.0;82.0;4.0
8756;Avda. Francia;05/01/2011;Domingo;5;1;2011;;2.0;16.0;86.0;3.0
8764;Moli del Sol;05/02/2011;Lunes;5;2;2011;16.0;3.0;9.0;87.0;3.0
8778;Politecnico;05/04/2011;Miercoles;5;4;2011;16.0;;;72.0;4.0
8780;Avda. Francia;05/05/2011;Jueves;5;5;2011;;7.0;25.0;80.0;3.0
8786;Avda. Francia;05/06/2011;Viernes;5;6;2011;;5.0;18.0;81.0;3.0
8789;Pista Silla;05/06/2011;Viernes;5;6;2011;39.0;5.0;16.0;95.0;5.0
8790;Politecnico;05/06/2011;Viernes;5;6;2011;25.0;;;87.0;4.0
8791;Viveros;05/06/2011;Viernes;5;6;2011;24.0;3.0;12.0;74.0;3.0
8792;Avda. Francia;05/07/2011;Sabado;5;7;2011;;3.0;20.0;74.0;3.0
8794;Moli del Sol;05/07/2011;Sabado;5;7;2011;18.0;2.0;14.0;81.0;3.0
8795;Pista Silla;05/07/2011;Sabado;5;7;2011;39.0;7.0;16.0;90.0;6.0
8798;Avda. Francia;05/08/2011;Domingo;5;8;2011;;3.0;24.0;61.0;3.0
8800;Moli del Sol;05/08/2011;Domingo;5;8;2011;8.0;3.0;21.0;63.0;3.0
8803;Viveros;05/08/2011;Domingo;5;8;2011;29.0;3.0;27.0;47.0;3.0
8813;Pista Silla;05/10/2011;Martes;5;10;2011;36.0;7.0;18.0;73.0;3.0
8819;Pista Silla;05/11/2011;Miercoles;5;11;2011;38.0;17.0;33.0;57.0;3.0
8836;Moli del Sol;14/05/2011;Sabado;14;5;2011;19.0;4.0;22.0;78.0;3.0
8839;Viveros;14/05/2011;Sabado;14;5;2011;26.0;2.0;22.0;64.0;
8844;Politecnico;15/05/2011;Domingo;15;5;2011;8.0;7.0;10.0;76.0;3.0
8850;Politecnico;16/05/2011;Lunes;16;5;2011;17.0;9.0;17.0;66.0;4.0
8854;Moli del Sol;17/05/2011;Martes;17;5;2011;;8.0;28.0;51.0;
8857;Viveros;17/05/2011;Martes;17;5;2011;25.0;13.0;19.0;45.0;1.0
8861;Pista Silla;18/05/2011;Miercoles;18;5;2011;;11.0;27.0;65.0;3.0
8863;Viveros;18/05/2011;Miercoles;18;5;2011;16.0;7.0;8.0;57.0;1.0
8866;Moli del Sol;19/05/2011;Jueves;19;5;2011;;4.0;25.0;56.0;4.0
8869;Viveros;19/05/2011;Jueves;19;5;2011;20.0;6.0;8.0;58.0;2.0
8875;Viveros;20/05/2011;Viernes;20;5;2011;20.0;5.0;14.0;73.0;2.0
8876;Avda. Francia;21/05/2011;Sabado;21;5;2011;;3.0;32.0;69.0;2.0
8879;Pista Silla;21/05/2011;Sabado;21;5;2011;;9.0;33.0;70.0;1.0
8882;Avda. Francia;22/05/2011;Domingo;22;5;2011;;4.0;42.0;52.0;3.0
8887;Viveros;22/05/2011;Domingo;22;5;2011;25.0;8.0;50.0;53.0;4.0
8891;Pista Silla;23/05/2011;Lunes;23;5;2011;;16.0;41.0;74.0;2.0
8893;Viveros;23/05/2011;Lunes;23;5;2011;33.0;11.0;51.0;63.0;5.0
8898;Politecnico;24/05/2011;Martes;24;5;2011;23.0;12.0;33.0;64.0;6.0
8899;Viveros;24/05/2011;Martes;24;5;2011;32.0;15.0;62.0;45.0;5.0
8900;Avda. Francia;25/05/2011;Miercoles;25;5;2011;;8.0;47.0;63.0;5.0
8903;Pista Silla;25/05/2011;Miercoles;25;5;2011;;22.0;57.0;55.0;3.0
8909;Pista Silla;26/05/2011;Jueves;26;5;2011;;9.0;34.0;92.0;
8910;Politecnico;26/05/2011;Jueves;26;5;2011;26.0;3.0;18.0;96.0;4.0
8914;Moli del Sol;27/05/2011;Viernes;27;5;2011;20.0;5.0;27.0;77.0;0.0
8915;Pista Silla;27/05/2011;Viernes;27;5;2011;;10.0;29.0;81.0;
8923;Viveros;28/05/2011;Sabado;28;5;2011;20.0;4.0;22.0;43.0;1.0
8924;Avda. Francia;29/05/2011;Domingo;29;5;2011;;3.0;15.0;61.0;5.0
8926;Moli del Sol;29/05/2011;Domingo;29;5;2011;16.0;5.0;16.0;69.0;3.0
8927;Pista Silla;29/05/2011;Domingo;29;5;2011;;;;;
8928;Politecnico;29/05/2011;Domingo;29;5;2011;19.0;5.0;13.0;79.0;3.0
8930;Avda. Francia;30/05/2011;Lunes;30;5;2011;;8.0;27.0;50.0;3.0
8935;Viveros;30/05/2011;Lunes;30;5;2011;;4.0;25.0;38.0;1.0
8940;Politecnico;31/05/2011;Martes;31;5;2011;16.0;16.0;17.0;70.0;4.0
8941;Viveros;31/05/2011;Martes;31;5;2011;;3.0;18.0;46.0;3.0
8944;Moli del Sol;06/01/2011;Miercoles;6;1;2011;7.0;9.0;28.0;58.0;3.0
8947;Viveros;06/01/2011;Miercoles;6;1;2011;;5.0;23.0;47.0;3.0
8951;Pista Silla;06/02/2011;Jueves;6;2;2011;;14.0;26.0;79.0;3.0
8964;Politecnico;06/04/2011;Sabado;6;4;2011;10.0;7.0;13.0;87.0;4.0
8965;Viveros;06/04/2011;Sabado;6;4;2011;13.0;1.0;13.0;70.0;1.0
8969;Pista Silla;06/05/2011;Domingo;6;5;2011;;7.0;17.0;83.0;5.0
8977;Viveros;06/06/2011;Lunes;6;6;2011;17.0;3.0;19.0;54.0;
8978;Avda. Francia;06/07/2011;Martes;6;7;2011;;6.0;35.0;51.0;4.0
8980;Moli del Sol;06/07/2011;Martes;6;7;2011;9.0;11.0;32.0;58.0;2.0
8981;Pista Silla;06/07/2011;Martes;6;7;2011;;12.0;28.0;61.0;4.0
8982;Politecnico;06/07/2011;Martes;6;7;2011;10.0;4.0;30.0;64.0;2.0
8984;Avda. Francia;06/08/2011;Miercoles;6;8;2011;;12.0;25.0;53.0;2.0
8988;Politecnico;06/08/2011;Miercoles;6;8;2011;9.0;6.0;20.0;68.0;2.0
8992;Moli del Sol;06/09/2011;Jueves;6;9;2011;9.0;14.0;32.0;64.0;5.0
8996;Avda. Francia;06/10/2011;Viernes;6;10;2011;;13.0;32.0;54.0;2.0
8999;Pista Silla;06/10/2011;Viernes;6;10;2011;;13.0;32.0;63.0;3.0
9000;Politecnico;06/10/2011;Viernes;6;10;2011;18.0;7.0;27.0;69.0;3.0
9002;Avda. Francia;06/11/2011;Sabado;6;11;2011;;;;;
9005;Pista Silla;06/11/2011;Sabado;6;11;2011;;8.0;18.0;61.0;3.0
9013;Viveros;06/12/2011;Domingo;6;12;2011;26.0;2.0;9.0;50.0;2.0
9016;Moli del Sol;13/06/2011;Lunes;13;6;2011;18.0;19.0;31.0;54.0;2.0
9017;Pista Silla;13/06/2011;Lunes;13;6;2011;;13.0;20.0;64.0;3.0
9018;Politecnico;13/06/2011;Lunes;13;6;2011;22.0;;;68.0;3.0
9028;Moli del Sol;15/06/2011;Miercoles;15;6;2011;12.0;16.0;37.0;49.0;3.0
9031;Viveros;15/06/2011;Miercoles;15;6;2011;23.0;5.0;18.0;43.0;3.0
9035;Pista Silla;16/06/2011;Jueves;16;6;2011;;14.0;23.0;57.0;1.0
9036;Politecnico;16/06/2011;Jueves;16;6;2011;17.0;6.0;25.0;61.0;4.0
9038;Avda. Francia;17/06/2011;Viernes;17;6;2011;;4.0;10.0;70.0;0.0
9040;Moli del Sol;17/06/2011;Viernes;17;6;2011;13.0;2.0;24.0;79.0;2.0
9050;Avda. Francia;19/06/2011;Domingo;19;6;2011;;;;58.0;5.0
9054;Politecnico;19/06/2011;Domingo;19;6;2011;16.0;2.0;9.0;69.0;5.0
9058;Moli del Sol;20/06/2011;Lunes;20;6;2011;;5.0;24.0;49.0;1.0
9059;Pista Silla;20/06/2011;Lunes;20;6;2011;15.0;14.0;20.0;55.0;
9064;Moli del Sol;21/06/2011;Martes;21;6;2011;;8.0;29.0;52.0;1.0
9065;Pista Silla;21/06/2011;Martes;21;6;2011;16.0;13.0;21.0;57.0;
9073;Viveros;22/06/2011;Miercoles;22;6;2011;22.0;5.0;18.0;41.0;2.0
9074;Avda. Francia;23/06/2011;Jueves;23;6;2011;;3.0;19.0;48.0;1.0
9082;Moli del Sol;24/06/2011;Viernes;24;6;2011;;;;;
9083;Pista Silla;24/06/2011;Viernes;24;6;2011;14.0;11.0;21.0;70.0;
9084;Politecnico;24/06/2011;Viernes;24;6;2011;12.0;3.0;11.0;82.0;4.0
9089;Pista Silla;25/06/2011;Sabado;25;6;2011;16.0;11.0;26.0;58.0;
9091;Viveros;25/06/2011;Sabado;25;6;2011;25.0;3.0;19.0;47.0;2.0
9096;Politecnico;26/06/2011;Domingo;26;6;2011;15.0;3.0;15.0;76.0;4.0
9101;Pista Silla;27/06/2011;Lunes;27;6;2011;18.0;24.0;39.0;41.0;
9112;Moli del Sol;29/06/2011;Miercoles;29;6;2011;;12.0;26.0;59.0;2.0
9115;Viveros;29/06/2011;Miercoles;29;6;2011;23.0;2.0;8.0;52.0;1.0
9122;Avda. Francia;07/01/2011;Viernes;7;1;2011;;2.0;10.0;58.0;1.0
9128;Avda. Francia;07/02/2011;Sabado;7;2;2011;;0.0;7.0;52.0;3.0
9131;Pista Silla;07/02/2011;Sabado;7;2;2011;23.0;7.0;15.0;63.0;2.0
