Tipus / Tipo;Centre / Centro;Adreça / Direccion;Districte / Distrito;Barri / Barrio;Oli / Aceite;objectid;Estat / Estado;geo_shape;geo_point_2d
01-MERCAT;MERCAT DE CASTILLA;C/ JOSEP MAESTRE, 13;7;073;1;1613;Instalado;"{""coordinates"": [-0.4033580601893508, 39.46543877009847], ""type"": ""Point""}";39.46543877009847, -0.4033580601893508
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""PATRAIX""";C/ SALABERT, 13ac;8;081;1;1614;Instalado;"{""coordinates"": [-0.3942959387452805, 39.46285526673407], ""type"": ""Point""}";39.46285526673407, -0.3942959387452805
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""SANT MARCEL·LÍ""";C/ SALVADOR PERLES, 12;9;094;1;1620;Instalado;"{""coordinates"": [-0.389796227110492, 39.44271669173513], ""type"": ""Point""}";39.44271669173513, -0.389796227110492
04-CENTRE EDUCATIU;EI 1er CICLE MUNICIPAL GENERAL URRUTIA;C/ RICARDO MUÑOZ SUAY (CINEASTA), S/N;10;107;1;1623;Instalado;"{""coordinates"": [-0.35883945960066876, 39.45254521109653], ""type"": ""Point""}";39.45254521109653, -0.35883945960066876
04-CENTRE EDUCATIU;CEIP L'AMISTAT;C/ SÉNECA, 13;13;133;1;1624;Instalado;"{""coordinates"": [-0.35035214295021505, 39.47217872898532], ""type"": ""Point""}";39.47217872898532, -0.35035214295021505
01-MERCAT;MERCAT BENICALAP;C/ MIQUEL SERVET;16;161;1;1634;Instalado;"{""coordinates"": [-0.39417997292459994, 39.48860592343046], ""type"": ""Point""}";39.48860592343046, -0.39417997292459994
02-CM_PERSONES MAJORS;"CM ACTIVITAS PERSONES MAJORS ""TRAFALGAR""";C/ TRAFALGAR, 34;12;123;1;1636;Instalado;"{""coordinates"": [-0.3451252510320386, 39.46142790998163], ""type"": ""Point""}";39.46142790998163, -0.3451252510320386
04-CENTRE EDUCATIU;COLEGIO LA PURISIMA-GRAO;C/ JOSEP AGUIRRE, 33;11;111;1;1638;Instalado;"{""coordinates"": [-0.3340292437170603, 39.46183478074841], ""type"": ""Point""}";39.46183478074841, -0.3340292437170603
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""FONT DE SANT LLUÍS""";C/ SEVERIANO GOIG, S/N;10;105;1;1644;Instalado;"{""coordinates"": [-0.3634020624766169, 39.454734504869464], ""type"": ""Point""}";39.454734504869464, -0.3634020624766169
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""NATZARET""";PL ARAS DE LOS OLMOS, 4;11;115;1;1646;Instalado;"{""coordinates"": [-0.3333359892145762, 39.44853537574603], ""type"": ""Point""}";39.44853537574603, -0.3333359892145762
00-DEPENDENCIES MUNICIPALS;CONSERVATORI MUNICIPAL DE MÚSICA JOSE ITURBI;AV BALEARS, 36;12;125;1;1647;Instalado;"{""coordinates"": [-0.3520073459198504, 39.46112152046048], ""type"": ""Point""}";39.46112152046048, -0.3520073459198504
01-MERCAT;MERCAT JERUSALEM;C/ MATEMÀTIC MARZAL;3;032;1;1648;Instalado;"{""coordinates"": [-0.3805401855029309, 39.46663738728998], ""type"": ""Point""}";39.46663738728998, -0.3805401855029309
04-CENTRE EDUCATIU;COLEGIO PUREZA DE MARIA;AV CID, 142;7;072;1;1656;Instalado;"{""coordinates"": [-0.4091831441989463, 39.470237996285604], ""type"": ""Point""}";39.470237996285604, -0.4091831441989463
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""MARE DE DEU DEL DESEMPARATS""";C/ MÚSIC AYLLÓN, S/N;7;073;1;1657;Instalado;"{""coordinates"": [-0.3968979392254807, 39.465843663515614], ""type"": ""Point""}";39.465843663515614, -0.3968979392254807
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""LA LLUM""";C/ SANTIAGO DE LÉS, 1;7;075;1;1659;Instalado;"{""coordinates"": [-0.4127212813409663, 39.46778741493406], ""type"": ""Point""}";39.46778741493406, -0.4127212813409663
03-ASSOCIACIÓ VEÏNS;"ASSOCIACIÓ VEÏNS ""PATRAIX""";PL PATRAIX, 13;8;081;1;1661;Instalado;"{""coordinates"": [-0.3924325530631924, 39.46319466365763], ""type"": ""Point""}";39.46319466365763, -0.3924325530631924
06-ECOPARC;ECOPARC FIX VARA DE QUART;CAMI ALQUERIA DE LA MORERA, S/N;8;083;1;1662;Instalado;"{""coordinates"": [-0.4089430249887012, 39.454964765211656], ""type"": ""Point""}";39.454964765211656, -0.4089430249887012
09-UNIVERSITAT POPULAR;UP SANT ISIDRE;C/ JOSÉ ANDREU ALABARTA, 25;8;082;1;1663;Instalado;"{""coordinates"": [-0.40420449524049834, 39.45333684899232], ""type"": ""Point""}";39.45333684899232, -0.40420449524049834
04-CENTRE EDUCATIU;CEIP PROFESSOR RAMIRO JOVER;C/ PIUS IX, S/N;9;095;1;1664;Instalado;"{""coordinates"": [-0.3940106284127958, 39.44316860152606], ""type"": ""Point""}";39.44316860152606, -0.3940106284127958
01-MERCAT;MERCAT VALVANERA;PL SANTIAGO SUÁREZ (SANTI);9;093;1;1666;Instalado;"{""coordinates"": [-0.38754815216013644, 39.452350266346976], ""type"": ""Point""}";39.452350266346976, -0.38754815216013644
07-ALCALDIA DE BARRI;PEDANIA CASES DE BÀRCENA;CAMI CASES DE BÀRCENA,108;17;174;1;1667;Instalado;"{""coordinates"": [-0.3565610774584699, 39.52326005645103], ""type"": ""Point""}";39.52326005645103, -0.3565610774584699
07-ALCALDIA DE BARRI;PEDANIA MASSARROJOS;C/ MOSSÉN BAU, 12 B;17;176;1;1668;Instalado;"{""coordinates"": [-0.40391482269228346, 39.53956306509709], ""type"": ""Point""}";39.53956306509709, -0.40391482269228346
VIA PUBLICA;;AV AMAT GRANELL MESADO (MILITAR), 53 - AV PLATA;10;105;1;1387;Instalado;"{""coordinates"": [-0.36293343055600347, 39.456562396808465], ""type"": ""Point""}";39.456562396808465, -0.36293343055600347
VIA PUBLICA;;C/ SUECA, 70 - C/ CENTELLES;02;021;1;1438;Instalado;"{""coordinates"": [-0.37353712614244267, 39.45893588683772], ""type"": ""Point""}";39.45893588683772, -0.37353712614244267
VIA PUBLICA;;C/ EMILI LLUCH, Frt. 18 - C/ TORRENT;08;083;1;1333;Instalado;"{""coordinates"": [-0.40229517590016567, 39.46185682741779], ""type"": ""Point""}";39.46185682741779, -0.40229517590016567
VIA PUBLICA;;AV GIORGETA, 18;09;091;1;1389;Instalado;"{""coordinates"": [-0.3856760935893502, 39.46046551667991], ""type"": ""Point""}";39.46046551667991, -0.3856760935893502
VIA PUBLICA;;C/ ARQUITECTE MORA - PG ALBEREDA;06;062;1;1289;Instalado;"{""coordinates"": [-0.3632602806931845, 39.472985581333816], ""type"": ""Point""}";39.472985581333816, -0.3632602806931845
VIA PUBLICA;;C/ EXPLORADOR ANDRES, 34;13;132;1;1293;Instalado;"{""coordinates"": [-0.34538384207332035, 39.47164364743369], ""type"": ""Point""}";39.47164364743369, -0.34538384207332035
VIA PUBLICA;;AV OEST - C/ PEU DE LA CREU;01;015;1;1295;Instalado;"{""coordinates"": [-0.37986399025718337, 39.47299411958956], ""type"": ""Point""}";39.47299411958956, -0.37986399025718337
VIA PUBLICA;;C/ MÚSIC GINÉS - C/ POETA MAS I ROS;13;132;1;1299;Instalado;"{""coordinates"": [-0.3437293803698307, 39.46898272026944], ""type"": ""Point""}";39.46898272026944, -0.3437293803698307
VIA PUBLICA;;C/ VICENT LA RODA, 27;11;113;1;1311;Instalado;"{""coordinates"": [-0.3282097717565992, 39.47949632400605], ""type"": ""Point""}";39.47949632400605, -0.3282097717565992
VIA PUBLICA;;AV EQUADOR - C/ SALVADOR TUSSET;16;161;1;1314;Instalado;"{""coordinates"": [-0.3934217099735725, 39.49638759106615], ""type"": ""Point""}";39.49638759106615, -0.3934217099735725
VIA PUBLICA;;C/ CAMPOS CRESPO - C/ CASES BAIXES;08;085;1;1315;Instalado;"{""coordinates"": [-0.3942469798589631, 39.45632005093739], ""type"": ""Point""}";39.45632005093739, -0.3942469798589631
VIA PUBLICA;;AV JOAN XXIII, 17;16;161;1;1320;Instalado;"{""coordinates"": [-0.3829022573732843, 39.49181285502934], ""type"": ""Point""}";39.49181285502934, -0.3829022573732843
VIA PUBLICA;;AV CID, 35 - C/ ÉNGUERA;08;081;1;1321;Instalado;"{""coordinates"": [-0.39502520462424345, 39.46772903088599], ""type"": ""Point""}";39.46772903088599, -0.39502520462424345
VIA PUBLICA;;CAMI MONTCADA, 105;16;161;1;1322;Instalado;"{""coordinates"": [-0.38044424367911417, 39.494702050871545], ""type"": ""Point""}";39.494702050871545, -0.38044424367911417
VIA PUBLICA;;C/ CONCA, 132;08;081;1;1324;Instalado;"{""coordinates"": [-0.39121989759649456, 39.46093913795398], ""type"": ""Point""}";39.46093913795398, -0.39121989759649456
VIA PUBLICA;;C/ RIU BIDASOA, 22;15;152;1;1326;Instalado;"{""coordinates"": [-0.3785610449044959, 39.49797452000744], ""type"": ""Point""}";39.49797452000744, -0.3785610449044959
VIA PUBLICA;;C/ CAMPANERS - C/ BOLÍVIA (JUNT COL·LEGI);08;084;1;1329;Instalado;"{""coordinates"": [-0.39952042371005864, 39.4571628636793], ""type"": ""Point""}";39.4571628636793, -0.39952042371005864
VIA PUBLICA;;AV TRES CREUS - C/ CIUTAT DE CARLET;08;082;1;1337;Instalado;"{""coordinates"": [-0.4015596623691133, 39.45744028035253], ""type"": ""Point""}";39.45744028035253, -0.4015596623691133
VIA PUBLICA;;C/ PINTOR VILAR - C/ ALBORAIA;05;053;1;1338;Instalado;"{""coordinates"": [-0.37110507541242005, 39.48218011093146], ""type"": ""Point""}";39.48218011093146, -0.37110507541242005
VIA PUBLICA;;C/ MAXIMILIA THOUS, 11 acc;05;055;1;1342;Instalado;"{""coordinates"": [-0.3750158831281465, 39.4879247706322], ""type"": ""Point""}";39.4879247706322, -0.3750158831281465
VIA PUBLICA;;C/ SAGUNT, 1;05;052;1;1343;Instalado;"{""coordinates"": [-0.3750343659160552, 39.48181443713769], ""type"": ""Point""}";39.48181443713769, -0.3750343659160552
VIA PUBLICA;;C/ POETA QUEROL - C/ SALVÀ;01;016;1;1345;Instalado;"{""coordinates"": [-0.3741428702397333, 39.47186969205441], ""type"": ""Point""}";39.47186969205441, -0.3741428702397333
VIA PUBLICA;;C/ GUILLEM DESPUIG - C/ ROSA ESTRUCH ESPINÓS (POLÍTICA);07;073;1;1351;Instalado;"{""coordinates"": [-0.39892142943399356, 39.46463623637126], ""type"": ""Point""}";39.46463623637126, -0.39892142943399356
VIA PUBLICA;;C/ BURGOS - C/ PINTOR SOLTZ;07;071;1;1356;Instalado;"{""coordinates"": [-0.39929267046117534, 39.46946925214328], ""type"": ""Point""}";39.46946925214328, -0.39929267046117534
VIA PUBLICA;;C/ JOSÉ ANDREU ALABARTA, 36;08;082;1;1359;Instalado;"{""coordinates"": [-0.4035568890568363, 39.451918597348985], ""type"": ""Point""}";39.451918597348985, -0.4035568890568363
VIA PUBLICA;;CN PICANYA, 23;08;082;1;1366;Instalado;"{""coordinates"": [-0.4043556561886552, 39.45608194118478], ""type"": ""Point""}";39.45608194118478, -0.4043556561886552
VIA PUBLICA;;C/ ARXIDUC CARLES - C/ MUSIC GOMIS;08;084;1;1368;Instalado;"{""coordinates"": [-0.4007900481666045, 39.45940949284493], ""type"": ""Point""}";39.45940949284493, -0.4007900481666045
VIA PUBLICA;;C/ CARTERS - C/ MARQUÉS DE BELLET;09;091;1;1375;Instalado;"{""coordinates"": [-0.3870935347451457, 39.45484910583355], ""type"": ""Point""}";39.45484910583355, -0.3870935347451457
VIA PUBLICA;;C/ BENICARLÓ - C/ DOLORES MARQUÉS;05;053;1;1385;Instalado;"{""coordinates"": [-0.36358437723905873, 39.48544494528212], ""type"": ""Point""}";39.48544494528212, -0.36358437723905873
VIA PUBLICA;;C/ SAGUNT, 32;05;052;1;1386;Instalado;"{""coordinates"": [-0.37497678575655674, 39.48366284974111], ""type"": ""Point""}";39.48366284974111, -0.37497678575655674
VIA PUBLICA;;C/ ALQUERIA DE L'ESTRELLA - C/ REUS;05;051;1;1388;Instalado;"{""coordinates"": [-0.3830811377705892, 39.485602395041944], ""type"": ""Point""}";39.485602395041944, -0.3830811377705892
VIA PUBLICA;;C/ SANT VICENT MARTIR - ARQUEBISBE OLAECHEA;09;094;1;1391;Instalado;"{""coordinates"": [-0.38806165435436246, 39.44305693562433], ""type"": ""Point""}";39.44305693562433, -0.38806165435436246
VIA PUBLICA;;C/ VICENT BLASCO GARCIA - C/ ARCHENA;07;072;1;1393;Instalado;"{""coordinates"": [-0.4098725624867536, 39.47202309966591], ""type"": ""Point""}";39.47202309966591, -0.4098725624867536
VIA PUBLICA;;C/ CARTERS - C/ TOMÀS DE VILLAROYA;09;093;1;1403;Instalado;"{""coordinates"": [-0.38947037522645095, 39.447809882504664], ""type"": ""Point""}";39.447809882504664, -0.38947037522645095
VIA PUBLICA;;AV BURJASSOT - AV CAMPANAR;04;043;1;1407;Instalado;"{""coordinates"": [-0.38936829092701947, 39.48840777001436], ""type"": ""Point""}";39.48840777001436, -0.38936829092701947
VIA PUBLICA;;AV AUSIÀS MARCH - AV PLATA;10;102;1;1408;Instalado;"{""coordinates"": [-0.37237156276044103, 39.45268480700603], ""type"": ""Point""}";39.45268480700603, -0.37237156276044103
VIA PUBLICA;;AV CID - C/ CASA DE LA MISERICORDIA;07;075;1;1409;Instalado;"{""coordinates"": [-0.4100588585737909, 39.469515735743755], ""type"": ""Point""}";39.469515735743755, -0.4100588585737909
VIA PUBLICA;;PL SAINETISTA ARNICHES, 4;07;072;1;1415;Instalado;"{""coordinates"": [-0.4071393243348026, 39.472082244085314], ""type"": ""Point""}";39.472082244085314, -0.4071393243348026
VIA PUBLICA;;AV PORT - C/ DAMA D'ELX;12;123;1;1417;Instalado;"{""coordinates"": [-0.3426739265242944, 39.46284211578808], ""type"": ""Point""}";39.46284211578808, -0.3426739265242944
VIA PUBLICA;;AV PRIMER DE MAIG, 31;09;093;1;1418;Instalado;"{""coordinates"": [-0.3890872363993806, 39.449101347877445], ""type"": ""Point""}";39.449101347877445, -0.3890872363993806
VIA PUBLICA;;C/ JOSE GROLLO - AV DOCTOR PESET ALEIXANDRE;16;161;1;1420;Instalado;"{""coordinates"": [-0.3880268052235917, 39.48908051847934], ""type"": ""Point""}";39.48908051847934, -0.3880268052235917
VIA PUBLICA;;PL SANT FELIP NERI - C/ ACTOR LLORENS;12;121;1;1424;Instalado;"{""coordinates"": [-0.3539244555898292, 39.469606923134556], ""type"": ""Point""}";39.469606923134556, -0.3539244555898292
VIA PUBLICA;;PL ESGLÉSIA DELS ÀNGELS;11;112;1;1431;Instalado;"{""coordinates"": [-0.33173580575471495, 39.47235052476287], ""type"": ""Point""}";39.47235052476287, -0.33173580575471495
VIA PUBLICA;;C/ PARE URBANO - PL PROFESSOR TIERNO GALVÁN;05;055;1;1437;Instalado;"{""coordinates"": [-0.3713865493348119, 39.48876395027358], ""type"": ""Point""}";39.48876395027358, -0.3713865493348119
VIA PUBLICA;;C/ SANTIAGO RUSIÑOL - C/ ARQUITECTE RODRÍGUEZ;15;153;1;1445;Instalado;"{""coordinates"": [-0.36696425276406186, 39.495832688524914], ""type"": ""Point""}";39.495832688524914, -0.36696425276406186
VIA PUBLICA;;C/ PEDRO CABANES - PL SALVADOR ALLENDE;15;152;1;1450;Instalado;"{""coordinates"": [-0.37449547312190234, 39.495055188146786], ""type"": ""Point""}";39.495055188146786, -0.37449547312190234
VIA PUBLICA;;AV PORT - C/ ACTOR LLORENS;12;122;1;1458;Instalado;"{""coordinates"": [-0.35553463987924533, 39.46683148231009], ""type"": ""Point""}";39.46683148231009, -0.35553463987924533
VIA PUBLICA;;CRA ESCRIVA, 1;09;091;1;1459;Instalado;"{""coordinates"": [-0.3838976426794711, 39.45784110330776], ""type"": ""Point""}";39.45784110330776, -0.3838976426794711
VIA PUBLICA;;C/ RIU ESCALONA - C/ ASTÚRIES;12;125;1;1460;Instalado;"{""coordinates"": [-0.35383134296899194, 39.46428530996193], ""type"": ""Point""}";39.46428530996193, -0.35383134296899194
VIA PUBLICA;;AV VALLADOLID, 4;15;153;1;1461;Instalado;"{""coordinates"": [-0.36278339801876697, 39.489655065356345], ""type"": ""Point""}";39.489655065356345, -0.36278339801876697
VIA PUBLICA;;C/ ARQUITECTO TOLSÀ - C/ ALFAHUIR;15;153;1;1462;Instalado;"{""coordinates"": [-0.3640018097747582, 39.49096385400073], ""type"": ""Point""}";39.49096385400073, -0.3640018097747582
VIA PUBLICA;;C/ POETA SERRANO CLAVER - C/ AGULLENT;16;161;1;1466;Instalado;"{""coordinates"": [-0.38940796472720146, 39.491882197069806], ""type"": ""Point""}";39.491882197069806, -0.38940796472720146
VIA PUBLICA;;C/ ILLA CABRERA - C/ JUAN RAMON JIMÉNEZ;10;103;1;1467;Instalado;"{""coordinates"": [-0.3721995366851153, 39.44946992196539], ""type"": ""Point""}";39.44946992196539, -0.3721995366851153
VIA PUBLICA;;C/ ALCALDE REIG - PL MONTOLIVET;10;101;1;1471;Instalado;"{""coordinates"": [-0.35889177458428967, 39.459585545191665], ""type"": ""Point""}";39.459585545191665, -0.35889177458428967
VIA PUBLICA;;C/ GRAVADOR JORDAN - PL ESCULTOR PASTOR;10;104;1;1475;Instalado;"{""coordinates"": [-0.3677300173098631, 39.44399473414338], ""type"": ""Point""}";39.44399473414338, -0.3677300173098631
VIA PUBLICA;;C/ MONESTIR DE POBLET, 34 acc;16;161;1;1478;Instalado;"{""coordinates"": [-0.3948450848886568, 39.4849205696999], ""type"": ""Point""}";39.4849205696999, -0.3948450848886568
VIA PUBLICA;;C/ VICENTE TORMO ALFONSO (CARDIOLEG) - C/ MESTRE RODRIGO (MÚSIC);04;044;1;1479;Instalado;"{""coordinates"": [-0.40369332148354514, 39.48622627577099], ""type"": ""Point""}";39.48622627577099, -0.40369332148354514
VIA PUBLICA;;C/ DOCTOR NICASI BENLLOCH, 64;16;161;1;1486;Instalado;"{""coordinates"": [-0.3952639084846262, 39.49055103130137], ""type"": ""Point""}";39.49055103130137, -0.3952639084846262
VIA PUBLICA;;PL MÚSIC ESPÍ;15;152;1;1490;Instalado;"{""coordinates"": [-0.37456929343771556, 39.49721253785513], ""type"": ""Point""}";39.49721253785513, -0.37456929343771556
VIA PUBLICA;;C/ REINA, 22;11;112;1;1499;Instalado;"{""coordinates"": [-0.3292155723786393, 39.46453245876792], ""type"": ""Point""}";39.46453245876792, -0.3292155723786393
VIA PUBLICA;;C/ FUSTERS - C/ SILLA;18;181;1;1501;Instalado;"{""coordinates"": [-0.41978397092103065, 39.49814938866013], ""type"": ""Point""}";39.49814938866013, -0.41978397092103065
VIA PUBLICA;;AV PINARS, 26;19;194;1;1504;Instalado;"{""coordinates"": [-0.33246501796991285, 39.382169819821186], ""type"": ""Point""}";39.382169819821186, -0.33246501796991285
VIA PUBLICA;;C/ ERMITA DE SANT ROC, 1;17;173;1;1509;Instalado;"{""coordinates"": [-0.3779186593059618, 39.517407460497], ""type"": ""Point""}";39.517407460497, -0.3779186593059618
VIA PUBLICA;;C/ MISTRAL CRUCE C/ GRESES;14;141;1;1511;Instalado;"{""coordinates"": [-0.35732293062221515, 39.48790195265977], ""type"": ""Point""}";39.48790195265977, -0.35732293062221515
VIA PUBLICA;;C/ MESTRE SOSA - C/ JESÚS;03;034;1;1512;Instalado;"{""coordinates"": [-0.38637516722193455, 39.462620498331766], ""type"": ""Point""}";39.462620498331766, -0.38637516722193455
VIA PUBLICA;;C/ MÚSIC HIPÒLIT MARTINEZ - C/ REAL DE GANDIA;14;141;1;1518;Instalado;"{""coordinates"": [-0.3547478981265323, 39.48461316947704], ""type"": ""Point""}";39.48461316947704, -0.3547478981265323
VIA PUBLICA;;C/ MESTRE SOSA - C/ SANT VICENT MÀRTIR;03;034;1;1521;Instalado;"{""coordinates"": [-0.3831895426353576, 39.46040709628389], ""type"": ""Point""}";39.46040709628389, -0.3831895426353576
VIA PUBLICA;;C/ CALIXT III - C/ MARTÍ L'HUMÀ;03;033;1;1525;Instalado;"{""coordinates"": [-0.39062296113731443, 39.470428209782106], ""type"": ""Point""}";39.470428209782106, -0.39062296113731443
VIA PUBLICA;;C/ TERRATEIG, 1 - C/ JORGE COMÍN (METGE PEDIATRE);04;044;1;1531;Instalado;"{""coordinates"": [-0.4036224119835949, 39.480688189440414], ""type"": ""Point""}";39.480688189440414, -0.4036224119835949
VIA PUBLICA;;C/ POETA RICARD SANMARTÍ-C/ MASQUEFA (IMPARELLS);14;142;1;1534;Instalado;"{""coordinates"": [-0.35881021394877893, 39.49033442494632], ""type"": ""Point""}";39.49033442494632, -0.35881021394877893
VIA PUBLICA;;C/ DOCTOR VICENT ZARAGOZÀ, 46;14;141;1;1536;Instalado;"{""coordinates"": [-0.3598504973126828, 39.483991035653546], ""type"": ""Point""}";39.483991035653546, -0.3598504973126828
VIA PUBLICA;;C/ JORGE JUAN, 19;02;022;1;1537;Instalado;"{""coordinates"": [-0.36897772040251403, 39.468969724859335], ""type"": ""Point""}";39.468969724859335, -0.36897772040251403
VIA PUBLICA;;PL NELSON MANDELA;14;141;1;1539;Instalado;"{""coordinates"": [-0.3559884293854047, 39.47918719539137], ""type"": ""Point""}";39.47918719539137, -0.3559884293854047
VIA PUBLICA;;C/ MESTRE GOZALBO, 12;02;023;1;1543;Instalado;"{""coordinates"": [-0.3696969380980389, 39.46572155475456], ""type"": ""Point""}";39.46572155475456, -0.3696969380980389
VIA PUBLICA;;PL ROJAS CLEMENTE;03;031;1;1546;Instalado;"{""coordinates"": [-0.385126126376665, 39.473108525486396], ""type"": ""Point""}";39.473108525486396, -0.385126126376665
VIA PUBLICA;;C/ MISSER MASCÓ CRUCE C/ NATURALISTA ARÉVALO BACA;06;061;1;1549;Instalado;"{""coordinates"": [-0.3618720915834155, 39.475171599912336], ""type"": ""Point""}";39.475171599912336, -0.3618720915834155
VIA PUBLICA;;AV REGNE DE VALÈNCIA - C/ SANT VALERI;02;021;1;1576;Instalado;"{""coordinates"": [-0.37203828494214797, 39.46452534553879], ""type"": ""Point""}";39.46452534553879, -0.37203828494214797
VIA PUBLICA;;C/ LITERATO GABRIEL MIRÓ - GV FERNANDO EL CATOLICO;03;033;1;1591;Instalado;"{""coordinates"": [-0.38744388338954, 39.473180946582595], ""type"": ""Point""}";39.473180946582595, -0.38744388338954
VIA PUBLICA;;PG PETXINA - AV PÉREZ GALDÓS;03;033;1;1592;Instalado;"{""coordinates"": [-0.3955954119645479, 39.475085738081276], ""type"": ""Point""}";39.475085738081276, -0.3955954119645479
VIA PUBLICA;;PL SARAGOSSA;06;062;1;1596;Instalado;"{""coordinates"": [-0.36006003867489983, 39.46885163310744], ""type"": ""Point""}";39.46885163310744, -0.36006003867489983
VIA PUBLICA;;C/ SANT PANCRAÇ  -C/ HORTICULTOR BOSCH;05;051;1;1597;Instalado;"{""coordinates"": [-0.3856126449832082, 39.48803525838107], ""type"": ""Point""}";39.48803525838107, -0.3856126449832082
VIA PUBLICA;;AV BLASCO IBAÑEZ, 154;13;132;1;1605;Instalado;"{""coordinates"": [-0.3431012393738594, 39.472108446334616], ""type"": ""Point""}";39.472108446334616, -0.3431012393738594
VIA PUBLICA;;CAMI TRILLADORA DEL TOCAIO - C/ SANTÍSSIM CRIST DE LA SALUT;19;195;1;1628;Instalado;"{""coordinates"": [-0.31827474373691195, 39.31179022537853], ""type"": ""Point""}";39.31179022537853, -0.31827474373691195
VIA PUBLICA;;C/ MONESTIR DE POBLET, 4;04;043;1;1630;Instalado;"{""coordinates"": [-0.3917993101103331, 39.486272382500964], ""type"": ""Point""}";39.486272382500964, -0.3917993101103331
VIA PUBLICA;;AV GENERAL AVILES - C/ LUIS BUÑUEL (DIRECTOR DE CINE);04;044;1;1631;Instalado;"{""coordinates"": [-0.403359932339138, 39.48247965540721], ""type"": ""Point""}";39.48247965540721, -0.403359932339138
VIA PUBLICA;;AV CAMPANAR, 37;04;041;1;1632;Instalado;"{""coordinates"": [-0.39361808668513115, 39.47971925930569], ""type"": ""Point""}";39.47971925930569, -0.39361808668513115
VIA PUBLICA;;C/ SANTIAGO DE LÉS, 12;07;075;1;1641;Instalado;"{""coordinates"": [-0.4140647897565449, 39.46792355524294], ""type"": ""Point""}";39.46792355524294, -0.4140647897565449
VIA PUBLICA;;C/ ESCOTILLA - C/ PAL;19;196;1;1650;Instalado;"{""coordinates"": [-0.27769052929492233, 39.28019258683275], ""type"": ""Point""}";39.28019258683275, -0.27769052929492233
VIA PUBLICA;;PL PATRAIX, FRT 17;8;81;1;1670;Instalado;"{""coordinates"": [-0.39187358753291124, 39.46285076713753], ""type"": ""Point""}";39.46285076713753, -0.39187358753291124
04-CENTRE EDUCATIU;CEIP BENIMAMET;C/ RAFAEL TENES ESCRICH, 56;18;181;1;1284;Instalado;"{""coordinates"": [-0.4131291723738624, 39.50050172218232], ""type"": ""Point""}";39.50050172218232, -0.4131291723738624
07-ALCALDIA DE BARRI;ALCALDIA EL FORN D'ALCEDO;C/ GUADALQUIVIR, 15;19;191;1;1332;Instalado;"{""coordinates"": [-0.37613390739669833, 39.43259613113737], ""type"": ""Point""}";39.43259613113737, -0.37613390739669833
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""BENIMAMET""";PL LUIS CANO, 2ac;18;181;1;1362;Instalado;"{""coordinates"": [-0.4180495394189374, 39.501604036523844], ""type"": ""Point""}";39.501604036523844, -0.4180495394189374
07-ALCALDIA DE BARRI;PEDANIA POBLE NOU;CAMI MONCADA, 205;17;172;1;1382;Instalado;"{""coordinates"": [-0.3840349331139049, 39.5042458569491], ""type"": ""Point""}";39.5042458569491, -0.3840349331139049
05-CENTRES JUVENILS;CM JUVENTUT CAMPANAR;C/ VALL DE LA BALLESTERA, 66;4;044;1;1452;Instalado;"{""coordinates"": [-0.4061498803864604, 39.47891670388609], ""type"": ""Point""}";39.47891670388609, -0.4061498803864604
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""EL CALVARI""";AV GENERAL AVILÉS, 19;4;043;1;1453;Instalado;"{""coordinates"": [-0.3927993965757745, 39.48700952293332], ""type"": ""Point""}";39.48700952293332, -0.3927993965757745
04-CENTRE EDUCATIU;IES LLUÍS VIVES;C/ SANT PAU, 4 (punt ubicat en AV MARQUS DE SOTELO, 9 );1;016;1;1484;Instalado;"{""coordinates"": [-0.3772980467911945, 39.46808530153522], ""type"": ""Point""}";39.46808530153522, -0.3772980467911945
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""ARRANCAPINS""";C/ HISTORIADOR DIAGO, 6-8;3;034;1;1495;Instalado;"{""coordinates"": [-0.38378188262656665, 39.46756431890583], ""type"": ""Point""}";39.46756431890583, -0.38378188262656665
01-MERCAT;MERCAT ROJAS CLEMENT;C/ BOTÀNIC;3;031;1;1498;Instalado;"{""coordinates"": [-0.3852585188864441, 39.47299307196004], ""type"": ""Point""}";39.47299307196004, -0.3852585188864441
04-CENTRE EDUCATIU;COL·LEGI JESÚS-MARÍA;GV FERRAN EL CATÒLIC, 37;3;033;1;1500;Instalado;"{""coordinates"": [-0.3871187806300474, 39.47264012036855], ""type"": ""Point""}";39.47264012036855, -0.3871187806300474
00-DEPENDENCIES MUNICIPALS;AJUNTAMENT DE VALÈNCIA-TABAQUERA (Entrada Principal);C/ AMADEU DE SAVOIA, 11;6;061;1;1541;Instalado;"{""coordinates"": [-0.3611717379539136, 39.47364910567398], ""type"": ""Point""}";39.47364910567398, -0.3611717379539136
