Tipus / Tipo;Centre / Centro;Adreça / Direccion;Districte / Distrito;Barri / Barrio;Oli / Aceite;objectid;Estat / Estado;geo_shape;geo_point_2d
01-MERCAT;MERCAT ALGIRÓS;PL SANT FELIP NERI;12;122;1;1544;Instalado;"{""coordinates"": [-0.35347936718283945, 39.470008546884294], ""type"": ""Point""}";39.470008546884294, -0.35347936718283945
02-CM_PERSONES MAJORS;"CM ACTIVITAS PERSONES MAJORS ""ORRIOLS""";C/ SANT JOAN DE LA PENYA, 3;15;151;1;1550;Instalado;"{""coordinates"": [-0.37057418849296314, 39.496228427864544], ""type"": ""Point""}";39.496228427864544, -0.37057418849296314
07-ALCALDIA DE BARRI;ALCALDIA PINEDO;CTRA RIU, 263;19;193;1;1557;Instalado;"{""coordinates"": [-0.34080648073880926, 39.424360439881625], ""type"": ""Point""}";39.424360439881625, -0.34080648073880926
07-ALCALDIA DE BARRI;ALCALDIA EL PALMAR;C/ CAUDETE, 15;19;195;1;1567;Instalado;"{""coordinates"": [-0.3176533724198616, 39.30938519493066], ""type"": ""Point""}";39.30938519493066, -0.3176533724198616
08-VARIS;ORGANISME AUTÒNOM MUNICIPAL PARCS I JARDINS;C/ ANTONI SUÁREZ, 7;6;062;1;1609;Instalado;"{""coordinates"": [-0.3579192322149416, 39.468642477269476], ""type"": ""Point""}";39.468642477269476, -0.3579192322149416
03-ASSOCIACIÓ VEÏNS;"ASSOCIACIÓ VEÏNS ""ARNICHES""";CV XIRIVELLA, 1;7;072;1;1610;Instalado;"{""coordinates"": [-0.40841802232151014, 39.47269409722403], ""type"": ""Point""}";39.47269409722403, -0.40841802232151014
04-CENTRE EDUCATIU;CEIP DOCTOR LOPEZ ROSAT;C/ VICENT MAROTO, 1;7;073;1;1611;Instalado;"{""coordinates"": [-0.3959491269210414, 39.464846489713594], ""type"": ""Point""}";39.464846489713594, -0.3959491269210414
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""SANT ISIDRE""";C/ JOSÉ ANDREU ALABARTA, S/N;8;082;1;1615;Instalado;"{""coordinates"": [-0.4050607958320004, 39.453139532673354], ""type"": ""Point""}";39.453139532673354, -0.4050607958320004
02-CM_PERSONES MAJORS;CENTRE OCUPACIONAL MUNICIPAL JUAN DE GARAY;C/ JUAN DE GARAY, 52;8;085;1;1616;Instalado;"{""coordinates"": [-0.3955250754485093, 39.45501363475818], ""type"": ""Point""}";39.45501363475818, -0.3955250754485093
04-CENTRE EDUCATIU;CIPFP CIUTAT DE L´APRENENT;C/ CIUTAT DE L'APRENENT, 4;9;095;1;1618;Instalado;"{""coordinates"": [-0.390554741608402, 39.440139119334894], ""type"": ""Point""}";39.440139119334894, -0.390554741608402
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""MALILLA""";C/ JUAN RAMON JIMÉNEZ, 18;10;103;1;1621;Instalado;"{""coordinates"": [-0.3764464359533808, 39.45497388466856], ""type"": ""Point""}";39.45497388466856, -0.3764464359533808
04-CENTRE EDUCATIU;CEIP LA FONTETA;C/ MOSSÉN PALANCA, 27;10;104;1;1622;Instalado;"{""coordinates"": [-0.3655213161320903, 39.44452202639347], ""type"": ""Point""}";39.44452202639347, -0.3655213161320903
05-CENTRES JUVENILS;POLIESPORTIU ASTÚRIES;C/ ASTÚRIES, Jt 22;12;125;1;1625;Instalado;"{""coordinates"": [-0.35588278765334913, 39.465032542190976], ""type"": ""Point""}";39.465032542190976, -0.35588278765334913
00-DEPENDENCIES MUNICIPALS;ESCOLA MUNICIPAL DE PILOTA VALENCIANA;CAMI BORBOTÓ A MASSARROJOS;17;177;1;1626;Instalado;"{""coordinates"": [-0.389861242032982, 39.51868046067874], ""type"": ""Point""}";39.51868046067874, -0.389861242032982
00-DEPENDENCIES MUNICIPALS;CONSULTORI AUXILIAR BARRI LA PUNTA;AV JESÚS MORANTE BORRÁS, 176;10;106;1;1633;Instalado;"{""coordinates"": [-0.34391832975438835, 39.442560553374506], ""type"": ""Point""}";39.442560553374506, -0.34391832975438835
09-UNIVERSITAT POPULAR;UP MALVARROSA;AV MALVA-ROSA, 98;11;113;1;1639;Instalado;"{""coordinates"": [-0.32793390221576063, 39.48127636236008], ""type"": ""Point""}";39.48127636236008, -0.32793390221576063
00-DEPENDENCIES MUNICIPALS;CM OCUPACIÓ I FORMACIÓ;C/ LLEONS, 9;12;121;1;1640;Instalado;"{""coordinates"": [-0.3486057753040274, 39.465466657918], ""type"": ""Point""}";39.465466657918, -0.3486057753040274
07-ALCALDIA DE BARRI;ALCALDIA DE LA PUNTA;C/ ALBERTO GARCÍA ESTEVE (ADVOCAT), SN;10;106;1;1642;Instalado;"{""coordinates"": [-0.3353594935381565, 39.44308498544254], ""type"": ""Point""}";39.44308498544254, -0.3353594935381565
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""CABANYAL-CANYAMELAR""";C/ DOCTOR LLUCH, Ft. 75;11;112;1;1645;Instalado;"{""coordinates"": [-0.3282848832395655, 39.46677095323611], ""type"": ""Point""}";39.46677095323611, -0.3282848832395655
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""CAMPANAR""";C/ DRAGAMINES, 11;4;041;1;1652;Instalado;"{""coordinates"": [-0.3969731310686819, 39.48116541674974], ""type"": ""Point""}";39.48116541674974, -0.3969731310686819
00-DEPENDENCIES MUNICIPALS;AJUNTAMENT DE VALÈNCIA-TABAQUERA (Entrada Registre);C/ AMADEU DE SAVOIA, 11;6;061;1;1655;Instalado;"{""coordinates"": [-0.36230963656175036, 39.474030704862045], ""type"": ""Point""}";39.474030704862045, -0.36230963656175036
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""LA FONTSANTA""";C/ MARE DE DÉU DE LA FONTSANTA, S/N;7;074;1;1658;Instalado;"{""coordinates"": [-0.4072171036534992, 39.46650166814691], ""type"": ""Point""}";39.46650166814691, -0.4072171036534992
02-CM_PERSONES MAJORS;"CM ACTIVITATS PERSONES MAJORS ""CREU COBERTA""";C/ TOMÀS DE VILARROYA, 17 Baix;9;094;1;1665;Instalado;"{""coordinates"": [-0.38813708983476886, 39.44755327831861], ""type"": ""Point""}";39.44755327831861, -0.38813708983476886
04-CENTRE EDUCATIU;AVAPACE;PL JOSÉ MARÍA ORENSE;13;132;1;1669;Instalado;"{""coordinates"": [-0.3402540238630378, 39.47335316409278], ""type"": ""Point""}";39.47335316409278, -0.3402540238630378
VIA PUBLICA;;C/ TRES FORQUES, 69;08;083;1;1308;Instalado;"{""coordinates"": [-0.39526807132081293, 39.46388137049108], ""type"": ""Point""}";39.46388137049108, -0.39526807132081293
VIA PUBLICA;;AV BALEARS - C/ NOGUERA;12;125;1;1457;Instalado;"{""coordinates"": [-0.3426772837324609, 39.45974636517033], ""type"": ""Point""}";39.45974636517033, -0.3426772837324609
